tweet,sentiment
"so fuckin tired. didnt get home till 5:30. work at bjs at 12:15","sadness"
"says Goodmorning.  http://plurk.com/p/x2bm1","enthusiasm"
"heyy  watching the simpson  with shezza and paula","worry"
"Tashas really bad haircut. Shes being treated for skin cancer and is shaved from neck to tail.  http://twitpic.com/671zy","worry"
"Its not the internal fuse either  Poop. Might have to get the spare out of the loft","worry"
"@mellabella6 and if i lived in usa i would gotto 2 go to  106 park ma aunty lives in NYC the bronx GRRR","neutral"
"Aaggh!! My blackberry curve took a gash in the screen the day AFTER we get invisible shields in stock. Well itll be a good advertisement","relief"
"yay for nice weather","neutral"
"was spose to be going to a party tonight but gues what im sick  grrrrr.","worry"
"feeling sorry for Ian. He broke up with his gf","worry"
"@memphianmallory Too traumatic to even discuss and none of yall are here!!! Everyone has left for the weekend.","sadness"
"@hindupez Maybe JD can help you out there I dont know though  But I will ask!","neutral"
"@jamespenycate massive beer guardian. Huuuge. Told you already","surprise"
"@yukihoang i had a dream that u didnt like me","worry"
"@SteveSerrano I adoreeeee Matt Nathanson!! I am so jealous of you right now.","worry"
"@JamesMurphy anything to sell an album. poor thing.","worry"
"thinks something and okay","neutral"
"@Livvixo god I need to revise today! Im so lazy","worry"
"@Vancesa oh no your poor cars testicles","surprise"
"im sooo sore... my back hurts","sadness"
"Got to go shopping with wife down to Tescos. I knew my day was going to well.","happiness"
"@randazzled my phne blocks text","worry"
"Stupid idiot who ran a stop sing and almost killed me and my car!","hate"
"@ropiko I am also very tired","neutral"
"Sleeping over my cousins house for the weekend. Bugzy","neutral"
"laptop pooped. new harddrive needed? using DHs old pc now. maybe offline a while  damn BSOD!! happened too many times","worry"
"$4 lonestar pitchers at @mugshotsaustin ?  If only I wasnt still recovering from last weekends bout of irresponsible gluten consumption","worry"
"The $500 I saved on not buying a couch is going towards paying my visit to ER for UTI","relief"
"I realised that many people are not interested in doing business on Twitter - they just want to be heard online  Nothing more","neutral"
"Rose City Sirens were uber cool last night!  Wish I could have stayed longer","sadness"
"is is listening to Heart Aint Brain by Chris Brown.  http://plurk.com/p/x2bp2","neutral"
"stood on my curlers and burnt myself  then burnt my hand when i picked them up..","sadness"
"@motley_sis He got those cars before he lost his job.  He used to make good money. Now he works at McDonalds because nobody will hire him.","worry"
"Is wondering what happened to the sun? Damn May grey!","sadness"
"Im feeling so nostalgic. Im sad. But happy. I dont now how to feel. Its over","sadness"
"its sprinkling outside  i hope it doesnt rain during our game ..","worry"
"fuming over ebay purchase gone bad. outta $45 and have nothing to show for it  %$&amp!","sadness"
"@eddievedder no such luck and u arent coming to Detroit  Luckily","sadness"
"is doing nothing  lol","sadness"
"@Cathiria Im on it","neutral"
"@brooke_nichole i miss my earrings  lol you should let me know when your close by","worry"
"@jovialhoney Can you guys adopt me? Yall are always doing fun stuff. Yall take trips to Miami... we go to Arkansas","sadness"
"I wish the sun would shine. but it wont","sadness"
"@chrishornby Very. Im ill and attempting to remember lots","sadness"
"Cried my eyes out watching My Girl last period   hahah","sadness"
"I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!","love"
"@KINGDINGALING_1  @wendi916 is leavin bc of racists *starts cryin*","sadness"
"why bother @ing at celebs? eh? cause its almost like talking to them","hate"
"wishes he had realized his wife hadnt held onto the debit card before he took a long walk to get lunch and not after.  GRRR!","neutral"
"@maxinefrances Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings -) Is your journey home long?","surprise"
"how do I gain weight?! I lost 20 pounds and I want it back..  Im only 108 and Im 23 yrs old at 57. Not healthy.","worry"
"im hungry but cant eat anything right now because my tongue hurts so bad.","sadness"
"@jerseymaids oh man  hope you guys werent shaken up too bad!","worry"
"@abraham not funny","worry"
"Eurgh.. Revision.. Who invented History?","neutral"
"Im not putting anything","neutral"
"@lowenstein @jerm_bob7 Ill update you. I had to leave him at the vet for tests and xrays.","worry"
"@Nica it was only announced in the last few days. Due to cancer I think","surprise"
"Theyve changed the soap in the mens loo and it doesnt smell of marzipan anymore. I miss the marzipan soap","worry"
"Hey guys Im back from work.. It was kinda horrible","sadness"
"You know i NEVER wanna hurt you","worry"
"Everyone we have another hater  @WeHateMileyC","neutral"
"oh my. i have to play cluedo.","surprise"
"@eogasawa psh... Im not cool enough to go to their open-houses.","worry"
"I really hate revision","hate"
"aww my friend just called and said that she got a better job so she wont be working with me anymore","sadness"
"doesnt know how to pimp out here Twitter page.","neutral"
"@saucewear btw","worry"
"I smell cake but I dont see any cake on the oven!","surprise"
"Leaving SF soon. I just might cry.","sadness"
"@grantimahara man","happiness"
"Daisy just got attacked by another doggie in the park","worry"
"Webcams Hoepfner Burgfest in #Karlsruhe: Automatic reload #fail http://bit.ly/Vdtvf","neutral"
"Better do some physics revision  x","neutral"
"I need a restful weekend","sadness"
"Hairspray in hair + lighter&ampbong = new haircut","neutral"
"@mraeannon thank u!! I know Ill miss u too  Ill take pics as soon as I get there I need your email txt it to me or something","sadness"
"Working on this DAMN Financial project","enthusiasm"
"im well exited for this weekend","relief"
"@hearted that happened to me so often","surprise"
"Hey ugh im sick and its summar !","hate"
"@cassiekitsch Okay. So Rose told me your phone was shut off and you might be moving back to Spokane? What is going on?","neutral"
"On a 10min brake. At wrrkk ... its 11:06 and its over at. 11:16","boredom"
"@avweije76 yep  but Im going better now","neutral"
"tour got canceled","neutral"
"@petewentz im so jealous. i want an octo drive","sadness"
"Yaaaaay Friday.... Oh wait....  Im working TOMORROW","fun"
"Is at work  ohwell need money so : D","neutral"
"@SamBennington although you wear sunglasses i can see how uncomfortable you felt. poor sam.","worry"
"@SheBangz damn  lol....where u headed to?","surprise"
"Leo Carillo Beach and WIll Rogers State Park are on the list of State Parks that might close      http://tinyurl.com/lhq8gs","neutral"
"@unitechy @Shadez is all mine  #twpp #shadez","fun"
"Just spent more than 45 minutes looking at the Aud","worry"
"@rizzzky hes retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR","sadness"
"@hereprettykitty You mustve read my mind. I WAS going","sadness"
"@sophielovemcfly i see 5 faces in that thing. but no more  xx","neutral"
"Anddd justin. Eff","surprise"
"must... stop... using... LOL","neutral"
"ough out of the shower and my toes feel horrible in my socks i think they are still a bit wet","worry"
"@marebear521 did u try taco n mac n cheese pizza???? Im so cravin it right now BUT all the good food makes me sick","surprise"
"@ptwaugh xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.","sadness"
"@stargirlreads i cantttt.  my grandparents are here.","sadness"
"ok so everyone is out an im stuck in bored and ill","sadness"
"the downside of getting TDL 3 days early is that i wont have time to read it til next week anyway!  but still","sadness"
"@blackheartbunny - nope","neutral"
"Over-thought tying my shoe","worry"
"How come its so cold now?! A few days ago it was wicked nice out","worry"
"Never made it to the gym so will be doing my blowout sans thong wearing company. Phew! But bummer on missing workout","worry"
"What a glorious week. My best holiday ever I think. I so dont want to go home in the morning","happiness"
"my tummy hurts","worry"
"Hangin with the fam! My head is hurtin","worry"
"@fatz_galore aaaw too bad .. im in a good mood to phone with someone  lol","happiness"
"@SirGarde Hott as Africa lol yeah its hot here too and its a big storm here","worry"
"1st presentation for senior boards? FML","surprise"
"@katschio  I was completely enraptured by your fascinating updates on your testing! What will I do now?! Oh","sadness"
"@tinchystryder why is it your last EVER uk tour  ?? x","worry"
"I miss @BillieSyadrie Im sorry for being able to call you when u already sleep  I love you","sadness"
"Crap","relief"
"In school  With Victoria &amp Bryan (: _ no more school soon","sadness"
"@eastcoaster1237 @funkydung  Doh! Im an inside job LOLzor.","happiness"
"Got a right bad headache","sadness"
"@Welshracer I loved him and he was in a mini","love"
"@PaulMcGwinn i could really fancy a nap right now but i am at work at 7am and i feel that if i nap now i am wasting my evening","worry"
"@laurenglennon Is sorry  listen to some Bats or GD as you do it! [dude","happiness"
"Oh why does one of my monitors have to act up when I have a deadline?  Oh Im an unhappy camper.","sadness"
"Why doesnt Twitter extend the number limit a littttttle bit? Until 160 atleast?","surprise"
"where are britney g. and allan allan?  they are my favs and i think they are out of town?","surprise"
"contemplating getting my hair cut and having severe anxiety about it....","worry"
"@brieasaurus i guess your cooler than me","worry"
"I have a stupid Recall on my car","worry"
"Finally at home. Who decides its time for more work at 17:10 on the Friday of a long weekend... apparently my client.","neutral"
"Just got home from work.. My feet are killing me","sadness"
"in less then a min i lost 2 followers","sadness"
"@reemerband Hiyaa! How was Tour? Really disappointed that I couldnt make it   Hope your all Dandy ) xxxxxxxx","sadness"
"addin to that last comment","worry"
"right anyone know what episode of Bones is showing on sky2 tonight at 9pm - programme synopsis is not available on my box","neutral"
"At work and really slow for a beautiful day and a Friday.","relief"
"@LOVEHATE_ENVY how come you dont think you did good?!","happiness"
"@aminakader my thoughts exactly","neutral"
"@apt10C I was walking home when he fell to the ground","worry"
"Bugger. forgot I still have washing in my machine","worry"
"Last time in the drama room","neutral"
"@AndySquirrel now if I still lived that way you could pop in and see me  but I dont so you cant","relief"
"@KatieKilljoy I wanna play with you tonight  *pout","sadness"
"Its gonna be a super long day","worry"
"jus sittin in da libray and this stupid computer wont let me order any mac foundation","boredom"
"@SpinachPuffs yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/","happiness"
"Swolen as shitt  boo hoo","hate"
"Jon &amp Kate + 8 kids have attracted a huge TV audience","happiness"
"@sheenstar dont get too excited bby i hear thunder rolling in","empty"
"@petshoptype yes and no. theres some strange infection in my body thats causing me to be sicker than I need and to have a fever.","worry"
"@Timkealey  was wong?","worry"
"Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.","sadness"
"doesnt wanna get dressed up and be an adult today.","sadness"
"half of me wants to go to sleep","neutral"
"@DavidArchie Haha same!!! But its gonna be awhile til it comes to sweden i think...","happiness"
"@TheAllianceGuy thankies! btw","happiness"
"@Reavel i would be doing the same thing pero la lavadora se da????o","neutral"
"@teamqivana Were no longer in biz together. The one thing that survived was our marriage. Not so good with the in-laws","worry"
"trying to find some friends and not having any luck","worry"
"Feelin a little blue tonight.. Love might be good","love"
"@giordanobc I know how you feel.  Takes far too much time out of my life!","sadness"
"@davidlem Re: meetings","neutral"
"i want some followers","worry"
"Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo","surprise"
"@SpinachPuffs yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...","happiness"
"Not to thrilled about the marathon this sunday","sadness"
"want my new lappytop now","sadness"
"@margjoc haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early","happiness"
"@DeJonGrant I accidentaly slammed my finger in the trunk","hate"
"http://twitpic.com/672s3 - What I woke up to this morning...I didnt want to leave bed.","surprise"
"@BusyElleBee That ur anti is what I understood from the message. Sorry left off ur dont vote BNP msg at end due 2 space","sadness"
"getting ready to drop off something to my man so he can hang out with a friend instead of me","sadness"
"My dads telling me to travel alone from now on. Not that I have a problem with that. Ive done it before and its boring!","neutral"
"@marketeson damn you and your hot weather - its freezing in Oz at the moment  I miss summer..","surprise"
"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully","worry"
"Damn it","worry"
"so glad it is friday  two classes","sadness"
"@devon_leigh u know wut devy dev it sure does suck havin no ID!! My weekends r gone miserable for 3 weeks so drink 4 me plz!!","hate"
"I should be in NYC right now with some of my favorite people but instead I am stuck in RI.","sadness"
"@Genevieve Hey","love"
"@KimmelCenter if I could make it to Philadelphia this year I would be there!! but sadly","worry"
"Wow its definitely Friday- the gym is completely empty! What to do? Id like to play the wii but I guess Ill vacuum","worry"
"trying to find some friends and not having any luck","sadness"
"Heading to yale.. Grandmother in car accident","worry"
"@dawl83 how you get a day off and you still aint hit me.. Where is the lOVE?","sadness"
"Two more loads and the moving crews done! Started at 7am and im done for the day! Too bad the ac doesnt work in my new place  oh life!","relief"
"comes home in two days","neutral"
"broken my leg  comment me please","worry"
"@anberlin Welcome to Seattle! I really wish I could see you guys tonight.","love"
"Enjoying sunshine in the park with friends","love"
"oops i did it again...really shouldnt have.","worry"
"@RyanSchartz gah! no money..... at least not for bakugan","worry"
"macbook dying. switching to iphone.","worry"
"@hatcherdogg Would love it but have plans","sadness"
"I want noms","worry"
"Hmmm","sadness"
"@grossnoises i miss yoooouuuu!!!!","sadness"
"Watchin tyra bored like always  my stomach hurts","empty"
"working again today  but off tomorrow for dans party! yay!","love"
"an ultimatum is an ultimatum no matter how you dress it up.  and that sucks.","sadness"
"No... have to go on cruches next 2 weeks","neutral"
"Just noticed @ubertwiter didnt get the location right again!  Maybe a way to preview it before sending would be handy??","hate"
"Allergies suck... My eyes r even mor red than they were b4.  I think Ill stay inside 2day","empty"
"@shecango9984 I knnnowwww Im so upset!!! I was going to twitter u but my siss apt is like a led box nosignal! Where was the cookout??!!","worry"
"Car shopping with kacy yay","happiness"
"Got 2 get ready 4 work  would rather be fishing!","sadness"
"In human anatomy bored out of my mindddd!  someone save me.","empty"
"im pretty bored/tried. my mom is going to be home in an hour. @kassi911 is fixing to leave. aww...  shes going to texas for a month..","worry"
"So many tests todayyy  I dont feel confident about anyy.","worry"
"No No No @ankita_gaba will take @Shadez away  Not my day! #shadez #twpp","sadness"
"wants to eat an entire chocolate cheesecake","worry"
"Jon &amp Kate + 8 kids attracted a huge TV audience","empty"
"on break with @kellyaelliot . Its raining","worry"
"Work is MAD blocking sites! No fun  but they arent blocking facebook","sadness"
"I just realized that im going home 2 weeks from today","neutral"
"@RobPattzNews DIE!  gosh.... i will die til movie awards","sadness"
"@matthewjsmall My sources say no","neutral"
"@jjskidmore i was in front of u the other day i waved and u didnt  off to eddie izzard now!","neutral"
"@boulderdiaries I was afraid you were going to say that.","neutral"
"@lindentreephoto yeah","hate"
"wants to go out and enjoy the weather but is tired and stuck in bed","sadness"
"Haha yea  if i knew yew wanted 2 go i would have told yew","neutral"
"@jy6 looking forward to your mandarin album.  Hope that you will come Singapore again","happiness"
"i want to see the next gossip girl episode!","sadness"
"transferring 368558682 photos is annoying.. I want to watch Up","worry"
"omg seated for seth lakeman but way too far back for my liking  x","surprise"
"@charchaos how come  its for us now to win ms twitter world.is it not working for you ?","neutral"
"The Killers are coming to TD Banknorth in Boston on 9/4 at 7:30pm. And","sadness"
"had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0","neutral"
"@BrandiHoov we are coming...wont be there til around 9....cant stay though","happiness"
"@TomGriffola Not a fan of the Bulmers","fun"
"@MAKEUPMANMAE LMAO...Ha! No I just simply wanted to go to NY!","fun"
"@iwan2ctheworld she passed away in April.  she was really sick with a genetic disease.","worry"
"Im such a saddo","relief"
"@EdwinIsRaDd why did you never buy bagels when i was tehre? i feel so unloved  haha","worry"
"@derekspringer  i for one welcome our new cyber-criminal-overlords.","fun"
"@anachronous I miss you","sadness"
"Ok. So Im not moving","worry"
"Boring day today. Broke so I cant go and see my friends band tonight  Maybe The Q tomorrow though.","sadness"
"@jacobjunior7 its still being retarded for me","neutral"
"he switches off his cellphone!! huaaaaa","sadness"
"wow i just woke up and read drews blog .. oh man im seriously crying right now","sadness"
"@the5thletter i love dixie kitchens peach wings and fried green tomatoes  i hope the one by river oaks stay open.","love"
"really need to study","neutral"
"I FEEL LIKE CRAP......","worry"
"looking for my littlest tsutsu...","neutral"
"disappointed! I forgot to tweet something really inappropriate @graphicphantom yelled in whole foods yesterday &amp now I cant remember it.","sadness"
"@Littleradge I have a friend who loves that spot. I want to go","enthusiasm"
"is wondering what I did to get on the &quotdo not respond&quot list","surprise"
"is traumatized and saddened by the 2 baby squirells she just found on abandoned on the sidewalk.","worry"
"@cloudforest OMG that is AWFUL! $12k??? Wow     Our pyr figured out how to open a doorknobs one day by crushing them in her jaws and","surprise"
"Bummer. MacBook is bugging out  Any Mac heads want to lend a helping hand.","neutral"
"Still hating the whole Twitter replies thing. I feel like Im missing bits.  #fixreplies","hate"
"I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football","worry"
"@karriedaway you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang","happiness"
"@TarQuianHesa Yeah they are! So stop making fun of me! I gotta get new ones","enthusiasm"
"All my loved ones are leaving on Sunday..... sad","sadness"
"@Tech_N9ne Im not having a good day","worry"
"@euripidean oh dear Whoops indeed","worry"
"@SEXYJENN_18 i emailed you the link","worry"
"Very happy that @pricy landed safely","love"
"Filling out paperwork.","neutral"
"@Agent_M that just gave me that sick-to-my-stomach feeling  ppl like that dont belong in regular society","sadness"
"I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.","worry"
"The first officially beautiful day of the year and Im stuck inside the office    A Magners and BBQ will make up for it!","fun"
"uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly","sadness"
"@talulala really? and yeah its too soon","surprise"
"@GenuineAmy Dude","worry"
"the dog dug a hole in the backyard well iwas sleeping","sadness"
"Urgh.... feeling like crap today. Bad headache","empty"
"wishing i was there","enthusiasm"
"my followers went from 22 to 20  id follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!","sadness"
"I work for a man that is so bad at his job that the whole team want to leave","hate"
"just got rear ended","worry"
"@ArcticMonkeysUK  i thought it was earlier","worry"
"@danielfelice look like i can only quick post from the dashboard that is all","neutral"
"@AshDaPrincess chill its da rihanna bob. If it was 16 in Id have no problem!!! Lol. R u at school all summer","neutral"
"Why doesnt Rob tweet anymore?","worry"
"Glad its Friday... but bummed that I am officially working Saturdays.","relief"
"Another Qi about to start....Ill be missing the next 4","sadness"
"Bout to get ready for work ugh i hate workin on fridays","sadness"
"Jenn jenn jenn oh why oh why wont u pass on ur iTunes knowledge onto me?","sadness"
"@karliehustle i can almost imagine what the call taker mustve felt like taking that call...especially if they have young ones at home.","neutral"
"@maryegilmore Ready! Its raining in Miami though  Go Cavs right?","enthusiasm"
"@nick_carter cant see it it says &quotThis video is private.&quot","neutral"
"At Spring Awakening...cannot wait for it to start. Last time Im here ever! Boo","sadness"
"So bored  waiting for class to start. Sigh midterms next week &gt_&lt","worry"
"jen! we havent talked in like 3 days!","worry"
"Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.","worry"
"Geometry is so Damn boring.  waste of time.. 20 more minutes left","hate"
"@citygirllife Im so ready for the weekend. Did you see all the flash flood warnings for around here?","sadness"
"Friday is not treating me well so far.","sadness"
"in accounting class  then detention after","sadness"
"daddy is in the hospital  i dont like it!","worry"
"@gabbychiquito aww  ok well just let me know what she says hah &lt3","relief"
"this thing was more fun with my itouch","neutral"
"Sorting out Twitter issues....very frustrated that you cant talk to someone and they respond slowly to issues - capacity the challenges","sadness"
"@tylercrex my power went out as well.. Except Im in nor cal","worry"
"@Huneychild ....back to a frizz head again","neutral"
"@sfwa The article on language groups in spaceports looks really cool","worry"
"Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet","sadness"
"gaahhhh! i want my #comet09 stream back...","neutral"
"fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts","sadness"
"Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397","worry"
"Internet stopped working right in the middle me quantum leap.  grr","neutral"
"Mummy and Nathan not in today! On My Todd!","worry"
"@rinaswag I think shell probably have the baby before I get there unfortunately","neutral"
"i miss &quotmr.&quot","worry"
"@chirocindy Dont tease me! Im in desperate need of an adjustment.","worry"
"@brieasaurus haha yeah","neutral"
"Its too perfect outside to be at work","happiness"
"@HeatXCL I wanna get an FF tweet too","love"
"Misses the good old days!","worry"
"Just dusted &amp vacuumed apartment.  I think I need another new vacuum...my entire apartment is smoky.  I just bought this one from Kmart","sadness"
"bored out of my mind","boredom"
"Man work is so busy today  2people called in sick and the old perverts keep rolling in  sadness abounds...","sadness"
"@ladyvee SO DO I!!   My jet is in the repair shop...lol","neutral"
"@kattekrab No tango icons in this revision.","sadness"
"Fell off the wagon and had a Maccys!!","worry"
"@chaosofthemind aww  get it when your mom comes back 8D","relief"
"last day at the Ko Olina.  off to north shoreee(:","sadness"
"@westerfield I picked up a taco over lunch... you got a guitar.","neutral"
"@lauriedriscoll did you finish twilight? i did! and i wish it wasnt over","sadness"
"@KazooCarrieFan I know! I cant go either...its sad  She needs to come back to MI asap","relief"
"follow friday: following more people then followers  follow me? woot #followfriday","sadness"
"@vexdigital  I still love the fact that you cant scratch them!!! That is a winner for me!!!","relief"
"Oooh the hangover","neutral"
"Buried under more web changes. Going to make lunch now... I wont have a chance later. Too much to do.","neutral"
"Dang  I left my Rolandos dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!","worry"
"@promotingyou  no FF tweet for me?","worry"
"is alone  ! watch a lot of DVD on my laptop !!!","worry"
"Long day at office again. Tiring week","sadness"
"@Lbaje i got talent too  u nvr hear me sing or dance them does call me Mini Breezy","worry"
"@megpriley I am sorry I never got back to you about going to Vegas this weekend","fun"
"@bhufford: Ive got a fairly flat route available... the problem is I no longer have a fully functional bike to ride","worry"
"damn","sadness"
"@mrkris really?  dang.. I missed it   *sigh*","sadness"
"At work as always","neutral"
"jus gt bak nw on msn stil not got a tan  o wel x","relief"
"@Fluffy617 a steak burrito bowl right! I wish I wasnt too lazy to go downtown","surprise"
"Still no reply from @lorenb about my SimFinger problem  So no iRape parody video until I get a response","worry"
"got three grades so far: Math11 -&gt B ","neutral"
"needs somewhere to go...its still lush out + i want to be back out in it","sadness"
"@vmlemon i dont like #kde since ver. 4.0 its like vista  #fail","boredom"
"@lost_in_a_story Glad Im not the only one. Hes our baby","worry"
"@qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?","empty"
"OMG !! hollyoaks well dramatic  !!!!!!!!!!!!","happiness"
"going to miss springwatch tonight  going to have to make do with my own garden!","sadness"
"@dmann11 All those links on AICN are broken. Did they get slapped?","neutral"
"1 of my most hated jobs. Clipping coupons &amp going thru house","hate"
"Mayne","neutral"
"@eraticschematic Im pretty bored with it too","sadness"
"My tummy hurts","worry"
"has just received a phone call for new patients...i guess that means work for tomorrow!","sadness"
"Trying to win a @neverwear contest for a a print of The Day the Saucers Came signed by @neilhimself... My brain is tapped out of ideas","enthusiasm"
"Tried to do an Audioboo recording but it distorted due to the high volume  #OBS","sadness"
"@tommcfly  and you only respond to ddlovato that is not your fan","empty"
"thinking 53 more days is the only thing that gets me through work. ahhh i dont want to go","worry"
"would really like to not be at work and instead taking a nap.","neutral"
"@misschellebeans i work til 10:15...","neutral"
"@AnnRan5 thats too bad","neutral"
"@davechinnici still not 100%    im sick of being sick!","worry"
"@MrQuocHung Chang thay anh online gi ca","relief"
"Already know Im gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts","worry"
"@chicodebarge I guess youre responding to me about DC. If thats the case...","relief"
"@wyatthaplo I can haz beer too? Oh wait... Im a work...","sadness"
"Miss Cauzinhoooo already","neutral"
"I hate this weather  i wanna bake","hate"
"i seriously need to live somewhere fabulously queer. i miss being around gay people","worry"
"@shaaqT @primaveron to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp","sadness"
"tummy hurts","neutral"
"is updating an old ipod...sad...i miss my orange nano","sadness"
"i went to the doctor. i hav a virus.","worry"
"Just got off phone with Black Swamp Bird Observatory - No reports of Connecticut Warbler from Metzger or Magee today...","worry"
"@lululemon thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.","sadness"
"@dleroux I still have my lights still up   you think he can do mine too?","neutral"
"@freckleface3 I am trying but I cant place it....sorry!!!","neutral"
"@youulovemee she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no","happiness"
"lost my DC hat ..","sadness"
"Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed","worry"
"lazy day","neutral"
"@TrueVisionDubbz OMG! that wasnt funny.. LOOK at his face in the pic.. OMG! that made me sad! BAD JOB MIKE!! wtf?? .. poor K O B E","worry"
"has been told shes not allowed in the sun tomorow!  either that or wear sun cream!","neutral"
"My dad is trying to force me to learn to drive. I dont like doing things Im not good at in public","worry"
"Have I ever told you I absolutly hate writing emails","sadness"
"Im way to hungry to even think. I cant go to work on an empty stomach like this","worry"
"@beforeyoufall i wish i could offer a hug right now","worry"
"@DJMagic aww im sorry!! I was rushing around on my lunch break so I didnt even think of it!!","worry"
"@BDEugenio yeah","relief"
"Im sitting around wanting to do something  any ideas?","neutral"
"I lost count   sorry I let u down...","worry"
"@EverRaven Wow","surprise"
"Work around the house  boo","neutral"
"says SPACE AND TIME IS ALL WE NEED  http://plurk.com/p/x2dvj","neutral"
"...what ever happened w/ creating music in collaboration just for fun without the &quotwhat am i getting out of it&quot question in mind? PLEASE!","worry"
"dads posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. im sorta happy  but hes gutted","happiness"
"@brycecurtis  really?! Ur getting rid of it! Thats sad","surprise"
"@Jaicenia lmao i get that alot  haha","fun"
"@Saniyyah &quotMy House&quot...I like that club! I wnt there whn I was in LA!! U know Im not going! Thats on Tuesday..I cant","sadness"
"@NPollard unless absolutely gorgeous Id rather men stayed covered up! Have seen sights today to put you off your food.......  #ukpubs","worry"
"Im pissed","sadness"
"@cruirco i still dont know what we would do though","worry"
"@elisaxx http://twitpic.com/66y00 - Niceee  Hey i never get stickersss","neutral"
"@melii Thats true.  It still sucks though cause I was all &quotLOLOL I AM SO ORIGINAL--ohshit&quot so. But yeah. Thanks!","sadness"
"Hey Dont Feel So Good","surprise"
"I wish I could go to E3.  Oh well....","empty"
"I really miss Sebastian","sadness"
"Fell off the wagon and had a Maccys!! : Fell off the wagon and had a Maccys!!","worry"
"Another Lake Park kid is going to Tulane. Im not unique anymore","worry"
"throat infection coming on strong I think  I can taste blood :S","worry"
"working allllllllll weekend..how thrilling..and i have to say bye to goshy on sunday cause she is leaving for poland for 3 months","worry"
"@redassyellabone Its time to be all u can be like the reserves....I lost one.","neutral"
"Left &quotUp&quot due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.","hate"
"There my laptop is dead  lucky I got my fone lol","relief"
"@mileycyrus i dont think you can vote anymore! i tried","neutral"
"Why oh why do I always forget to take the medication Im *supposed* to take 30 minutes before breakfast? Just taking it now at 1:30","worry"
"why the hell is youtube not working???  NO NO  NO NO   NO  NO NO NNO NO","worry"
"@jenna218 Im there! So","surprise"
"@sianhughes_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad","sadness"
"Im going through withdrawls","neutral"
"Andrews flight back to CO should be landing soon","relief"
"just found out I wont be tweeting from ","worry"
"@xomorganjane aw","sadness"
"*uh* totally forgot the gentoo reinstallation  dont know what i should backup. the make.conf","worry"
"back from taking jarid to the airport  but looking forward to meeting my new nephew in 5 days.","enthusiasm"
"Eh they shut the freeway down! omw to a job interview so i guess im gonna be late","worry"
"@axm9237 Ill have to wait for the YouTube links","relief"
"@ajcoo82 oh no.  hope you feel better soon. Hugs. I had flu earlier this month.","worry"
"Why are all the cool classes being offered this summer?  Boo.","worry"
"@SocialVibe I have a FACEBOOK but I use MYSPACE and TWITTER the most. I hardly check my Facebook..","neutral"
"totally forgot she had soccer today. ugh  today was actually good too...","love"
"gah! i just cant get the hang of twitter   i must be more stupid than i thought! :/","worry"
"i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?","hate"
"10 more minutes and i never have this class again. Its kinda sad cause this class is so fun","sadness"
"@1045CHUMFM I give up Fav!  I try and try every time...and nothing ever happens...Im not usually  a quitter...in this case I might be!","worry"
"twitter wont work on my mob....","neutral"
"I want to see Terminator","surprise"
"listening to @joeymcintyryes Without Your Love...hes so tortured in that song...makes me sad","sadness"
"Ashley= getting sick... Ugh Im losing my voice! Nooo","worry"
"Cell is dying.hafta plug it up every night now.","worry"
